1264 1252 4426 50 3839 867 1257 2215 236 739 1526 2016 3889 1310 3548 4383 4407 3314 4629 2020
770 2780 271 1996 794 646 4555 4730 3102 3176 1593 4328 3041 1474 993 1096 818 2745 993 3687
2796 408 4650 1713 1142 192 74 2269 2478 893 4300 1891 2565 3045 4112 3592 4990 3221 214 872
4483 1675 2016 3388 3579 642 3729 876 2657 3107 3896 2183 1672 4232 3423 178 3059 2883 2224 1996
214 4383 4688 4685 4730 2852 4897 1061 1727 4146 1758 3840 3598 1146 4445 1459 3090 1994 858 3062
4576 2387 3301 728 3482 3989 3756 2198 1728 3602 3305 1958 1309 981 3756 4708 3192 1307 2478 744
2573 4044 807 3574 939 4108 1474 4092 4903 4044 3127 2681 3706 1088 742 1283 3137 3737 3074 1691
1314 2201 3907 4933 4107 2796 3596 4168 4834 979 1578 1398 4492 1446 717 3094 4763 1713 3526 4824
4028 3011 654 4266 3315 767 4026 3959 4030 4108 1505 2183 642 1891 4648 4864 1578 3603 3723 645
177 767 413 1206 4419 2388 1891 4861 3784 887 4801 4383 979 1111 3426 595 4188 900 3105 3665
2668 2083 4328 2518 1017 1997 4000 3369 4257 4855 1713 3094 1246 1516 1366 3808 4832 4414 4778 2423
3028 4146 4843 4845 4028 4942 4667 1477 3976 2852 3219 256 2722 2507 1296 4825 1787 1077 4778 262
1393 3156 814 1459 1336 565 1598 2158 214 1061 1950 2061 3797 1186 2220 4375 1072 1072 2086 1940
2877 905 2934 2015 2702 1056 345 1019 3859 1210 3197 3221 195 2327 3821 3338 873 56 170 2889
775 2183 1350 3957 2253 3967 2329 2626 1301 4722 3287 1541 3996 237 1377 3423 887 4199 3045 4093
1898 1194 820 1194 4267 2757 1432 517 630 4837 2659 1995 2668 2157 4020 3792 2351 1251 1876 1432
4479 4164 979 2356 3717 3756 553 847 2605 2713 884 4328 2441 4064 2839 3573 3316 836 1184 3579
3248 1352 3526 4555 2992 3711 18 2906 1401 2137 3158 652 2021 4087 2681 3005 4404 1290 2616 4843
4148 1378 887 4157 1548 1016 1144 4555 3669 2429 101 3382 1283 2509 24 1608 2581 1829 1166 1205
2969 2183 2680 1323 4426 2444 2394 4747 317 3063 2016 1494 4331 2343 677 1904 2054 2091 117 4705
3787 2013 3821 4404 859 859 2140 3093 399 2636 4334 393 964 3939 143 3596 4331 3937 1402 3108
267 2918 2314 2987 4512 1920 2079 3385 1514 3232 4530 3008 2443 134 2249 2528 2139 1499 780 4831
3787 3995 244 1814 805 3782 1750 1458 2197 2500 2550 4555 3137 755 4499 3525 4310 110 3306 3471
3864 1061 739 2797 390 2454 492 2893 177 385 825 3176 3281 2111 565 4078 4690 2801 3916 3238
4593 214 2962 2108 1208 200 3070 4912 3169 993 4852 68 1568 3252 3059 2806 2806 54 2456 4900
214 491 3492 1142 346 1462 1891 4940 4057 608 2868 2248 1433 1884 2051 2455 117 1375 1592 3072
4112 1446 2329 4330 1326 2014 652 143 569 4108 4922 2081 214 4108 2796 1217 107 3489 3315 4846
1827 214 3935 1350 3205 4168 998 4800 2114 4396 4903 3511 1383 413 2920 305 1074 543 2610 3427
4383 3119 735 728 4770 402 1955 4167 582 1668 3957 2459 2422 506 653 2916 3375 231 1996 2414
1495 3690 3301 4828 4241 2856 3184 2978 2541 1432 308 1515 2780 341 3105 3469 2694 1601 3322 3339
3629 1459 2797 3419 397 1677 2356 1677 3832 1713 3797 4465 901 4690 1514 861 1545 1239 1996 933
676 4996 2431 2073 1857 3669 3467 2051 2694 3061 3871 1713 1772 2813 3374 4230 2036 3169 2934 1891
739 3921 1880 2780 1129 1221 3020 137 1950 3921 1929 4146 4715 4462 4699 4328 3750 905 330 390
3814 764 4451 3949 2091 214 2906 2081 333 3628 4462 198 315 3961 3238 993 4602 2519 2762 4657
1350 1417 1977 117 3316 2513 1925 3236 365 271 264 4386 2227 3673 4241 2002 1852 1969 1064 1056
1385 533 102 4994 1991 4887 4747 2813 3157 214 584 2208 1857 4206 4843 807 3912 2212 4633 1983
2106 2702 1205 1246 2905 1433 2275 3885 157 4887 2852 964 4328 3580 1350 582 533 3086 94 2575
2106 4512 2198 2269 1681 404 3125 2581 3301 2797 2205 3657 3773 944 46 1350 1269 2807 4538 4815
4112 4579 916 372 3200 682 328 117 3137 957 4200 330 3423 3989 3621 4820 3745 3921 2535 1977
4612 4140 358 3234 4184 106 2632 1208 1592 2329 4115 3231 3669 1931 2204 4990 565 357 4730 3175
2785 117 4796 490 4657 2405 2010 3627 4269 141 1061 2733 3063 1176 2528 4465 4805 2136 4657 993
3301 1710 565 4328 4657 1415 2588 4209 2340 4934 3579 728 1896 1494 1715 4958 3859 1624 1571 3877
